timestep,walltime_sec,ep_rew_mean,ep_len_mean
15319040,2887.84,6116.7593,755.82
15339520,2891.37,6113.5359,755.82
15360000,2894.86,6075.9194,748.73
15380480,2898.56,6362.4473,779.79
15400960,2902.12,6407.0846,785.69
15421440,2905.66,6386.9875,785.69
15441920,2909.20,6376.3193,785.61
15462400,2912.73,6257.3255,771.29
15482880,2916.36,6114.7868,751.30
15503360,2919.84,6052.7004,744.13
15523840,2923.43,6091.4325,752.32
15544320,2926.92,6208.9144,765.02
15564800,2930.44,6123.7815,760.54
15585280,2934.12,6001.2289,746.81
15605760,2937.68,5904.6505,732.54
15626240,2941.14,5836.5103,724.28
15646720,2944.60,5815.7047,718.40
15667200,2948.09,5849.5430,717.93
15687680,2951.85,6099.0697,746.33
15708160,2955.43,6091.0507,746.69
15728640,2959.01,6082.5593,752.19
15749120,2962.63,6068.0637,750.94
15769600,2966.21,5815.5198,722.68
15790080,2969.99,5789.0257,715.32
15810560,2973.58,5857.2381,722.29
15831040,2977.19,5981.8653,736.78
15851520,2980.75,6066.3308,744.34
15872000,2984.35,5877.4157,723.96
15892480,2988.12,5652.4957,696.77
15912960,2991.73,5761.1883,711.17
15933440,2995.33,5926.0697,729.49
15953920,2998.86,6048.5265,743.64
15974400,3002.46,6018.8515,743.09
15994880,3006.19,5840.4814,722.02
16015360,3009.73,5640.4633,700.27
16035840,3013.39,5831.3121,721.70
16056320,3017.00,5980.7220,735.59
16076800,3020.59,5929.8237,728.33
16097280,3024.32,6082.7863,742.87
16117760,3027.96,5854.2429,715.25
16138240,3031.57,5663.4770,693.56
16158720,3035.22,5823.5825,714.88
16179200,3038.88,6061.6076,742.59
16199680,3042.60,6137.8695,757.61
16220160,3046.20,6341.9910,779.14
16240640,3049.91,6089.8946,751.87
16261120,3053.54,5758.6702,709.52
16281600,3057.19,5827.9270,717.38
16302080,3060.85,5817.0475,716.76
16322560,3064.34,6018.9082,738.24
16343040,3067.81,6175.5783,758.50
16363520,3071.29,6125.0729,752.64
16384000,3074.82,6168.3356,759.76
16404480,3078.49,6000.5738,738.14
16424960,3082.00,5953.0990,730.96
16445440,3085.48,6113.5801,749.74
16465920,3088.96,6268.9171,771.53
16486400,3092.46,6130.0015,758.62
16506880,3096.14,5952.9418,741.98
16527360,3099.63,5899.4814,736.23
16547840,3103.15,5515.4095,686.85
16568320,3106.59,5499.8282,686.37
16588800,3110.08,5418.0079,678.31
16609280,3113.76,5531.4452,686.67
16629760,3117.25,5711.8856,707.32
16650240,3120.77,5732.9085,706.33
16670720,3124.24,5829.2665,717.59
16691200,3127.73,6040.0252,744.42
16711680,3131.55,6031.2201,742.79
16732160,3135.35,5777.9493,714.51
16752640,3139.17,5803.0890,715.49
16773120,3142.93,5707.0891,700.76
16793600,3146.70,5820.3367,716.08
16814080,3150.58,5874.4465,722.52
16834560,3154.35,5727.0029,707.99
16855040,3158.00,5804.5076,715.25
16875520,3161.67,5867.3603,724.01
16896000,3165.54,5821.7353,718.18
16916480,3169.49,5897.6313,725.43
16936960,3173.28,6202.2367,759.70
16957440,3177.08,6279.3799,765.38
16977920,3180.93,6338.9005,771.21
16998400,3184.79,6423.2553,785.55
17018880,3188.54,6285.8861,771.31
17039360,3192.19,6168.4671,759.74
17059840,3195.97,6110.6726,752.37
17080320,3199.70,5923.2878,731.53
17100800,3204.28,5859.4402,723.38
17121280,3210.02,6094.3331,750.33
17141760,3214.85,6101.9297,750.33
17162240,3219.16,6220.0663,764.69
17182720,3222.86,6108.4087,752.18
17203200,3226.67,5989.7241,739.42
17223680,3230.82,6051.6460,746.21
17244160,3234.62,6182.9683,760.57
17264640,3238.27,5987.0877,737.15
17285120,3242.01,6015.1470,739.12
17305600,3245.77,5810.8714,718.46
17326080,3249.61,6015.5925,740.33
17346560,3253.27,6230.7338,759.87
17367040,3256.98,6220.2475,756.57
17387520,3260.74,6266.5435,763.88
17408000,3264.57,6171.3728,752.18
17428480,3268.59,6154.2972,752.24
17448960,3272.53,6076.3771,745.73
17469440,3276.43,6066.2408,743.03
17489920,3280.29,6006.9496,735.91
17510400,3284.21,6052.3937,737.77
17530880,3288.24,6266.6576,761.12
17551360,3292.17,6306.5507,768.39
17571840,3296.07,6328.5944,775.51
17592320,3299.98,6227.2081,767.17
17612800,3303.67,6190.6277,767.13
17633280,3307.46,5944.0151,734.46
17653760,3311.16,5778.1434,712.74
17674240,3314.84,5899.5095,725.70
17694720,3318.46,5917.3711,723.81
17715200,3322.41,6085.9511,745.41
17735680,3326.85,5897.9402,726.20
17756160,3330.94,5894.4455,726.14
17776640,3335.11,5756.9854,711.58
17797120,3338.85,5849.0110,722.13
17817600,3342.59,5945.2397,730.28
17838080,3346.51,5645.1208,698.83
17858560,3350.27,5908.9436,726.45
17879040,3354.05,5865.7208,719.81
17899520,3357.76,6031.7083,740.11
17920000,3361.47,5835.3674,713.75
17940480,3365.41,5797.1930,714.95
17960960,3369.17,5722.4288,707.48
17981440,3372.92,5925.8010,729.34
18001920,3376.74,5918.1134,731.10
18022400,3380.53,5988.9924,737.92
18042880,3384.46,5936.0352,730.72
18063360,3388.27,5709.6675,702.60
18083840,3392.03,5877.5455,721.39
18104320,3395.86,5848.3369,717.68
18124800,3399.56,5952.0617,732.09
18145280,3403.44,6129.1725,752.71
18165760,3407.33,6241.7785,767.24
18186240,3411.19,6336.5501,778.52
18206720,3414.97,6107.4691,750.67
18227200,3418.77,5990.5913,737.12
18247680,3422.77,5961.7362,731.30
18268160,3426.60,5960.3743,731.27
18288640,3430.44,6017.3070,737.30
18309120,3434.24,6193.8808,757.37
18329600,3438.04,6073.2808,743.07
18350080,3441.96,5995.6792,735.85
18370560,3445.77,6039.8873,743.52
18391040,3449.56,5989.6589,736.45
18411520,3453.36,5971.8478,738.10
18432000,3457.14,5943.4289,731.00
18452480,3461.11,5938.5673,730.22
18472960,3464.91,5960.4097,730.80
18493440,3468.57,6126.2581,751.73
18513920,3472.30,6180.9757,759.07
18534400,3475.98,6206.7109,759.90
18554880,3479.77,6218.0767,759.48
18575360,3483.46,6217.9059,759.40
18595840,3487.19,6086.5953,743.44
18616320,3491.00,6127.5788,750.70
18636800,3494.72,6024.0482,737.20
18657280,3498.65,6144.3317,750.50
18677760,3502.39,6209.4258,757.82
18698240,3506.20,6076.7595,743.65
18718720,3509.93,6016.7491,736.59
18739200,3513.62,6011.6765,736.58
18759680,3517.38,5887.2445,723.26
18780160,3521.06,5760.2217,709.20
18800640,3524.74,5835.6917,717.64
18821120,3528.41,5918.2483,726.11
18841600,3532.16,5921.7250,726.45
18862080,3536.13,6043.2703,739.30
18882560,3539.99,6133.2999,751.07
18903040,3543.80,6132.6396,752.14
18923520,3547.59,6123.6890,751.49
18944000,3551.45,5964.1791,730.04
18964480,3555.52,5957.2264,730.19
18984960,3559.33,5860.2697,715.47
19005440,3563.12,5853.3468,714.35
19025920,3566.96,5967.6302,728.59
19046400,3570.89,6097.2359,743.69
19066880,3574.79,6107.2815,745.38
19087360,3578.64,6073.2928,739.71
19107840,3582.39,5961.0981,725.59
19128320,3586.17,6010.5411,730.75
19148800,3589.95,5993.3880,729.74
19169280,3593.88,6206.9263,757.04
19189760,3597.62,5925.9798,721.59
19210240,3601.43,5875.3523,716.32
19230720,3605.21,6087.7335,738.61
19251200,3608.95,6220.6441,752.92
19271680,3612.87,6244.7003,759.72
19292160,3616.71,6219.4277,757.79
19312640,3620.52,6205.3879,758.50
19333120,3624.32,6188.9108,758.35
19353600,3628.06,6150.0491,752.58
19374080,3632.02,6244.8211,765.16
19394560,3635.76,6105.6824,750.77
19415040,3639.58,5919.7674,729.35
19435520,3643.54,5797.1066,714.75
19456000,3647.39,5908.2579,722.04
19476480,3651.43,5996.5764,731.44
19496960,3655.29,6110.1709,745.73
19517440,3659.22,6193.6151,753.19
19537920,3662.97,6256.6002,759.93
19558400,3666.86,6136.5071,745.61
19578880,3670.89,6137.6122,746.01
19599360,3674.61,6170.1164,751.63
19619840,3678.44,6189.0171,757.54
19640320,3682.31,6258.9989,764.73
19660800,3686.24,6142.1599,749.99
19681280,3690.27,6285.0737,764.22
19701760,3694.10,6264.4643,764.22
19722240,3697.93,6284.4883,764.83
19742720,3701.81,6320.6194,772.01
19763200,3705.52,6018.6275,738.44
19783680,3709.45,5904.8159,724.87
19804160,3713.18,5981.0238,731.37
19824640,3717.09,5974.6962,730.88
19845120,3720.95,5962.6474,729.90
19865600,3724.83,6087.1101,743.50
19886080,3729.10,5885.5881,722.72
19906560,3733.22,6026.1930,736.58
19927040,3737.37,5908.5809,721.52
19947520,3741.74,6031.7322,735.88
19968000,3746.27,6118.3256,742.25
19988480,3750.95,6302.8257,764.04
20008960,3755.25,6443.8644,778.43
