t,mode,armed,roll,pitch,yaw,thrust_pct,z,tilt,policy_thrust_pct,vbat
6.511,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.046,0.0,0.0,3.70
6.533,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.046,0.0,0.0,3.70
6.553,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.046,0.0,0.0,3.70
6.578,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.046,0.0,0.0,3.70
6.600,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.046,0.0,0.0,3.70
6.625,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.046,0.0,0.0,3.70
6.651,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.031,0.0,0.0,3.70
6.675,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.030,0.0,0.0,3.70
6.700,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.030,0.0,0.0,3.70
6.723,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.030,0.0,0.0,3.70
6.744,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.030,0.0,0.0,3.70
6.765,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.788,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.808,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.831,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.855,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.880,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.905,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.929,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.953,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.997,0.0,0.0,3.70
6.978,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.000,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.022,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.046,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.069,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.093,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.118,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.142,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.986,0.0,0.0,3.70
7.162,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.004,0.0,0.0,3.70
7.187,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.008,0.0,0.0,3.70
7.212,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.008,0.0,0.0,3.70
7.233,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.008,0.0,0.0,3.70
7.257,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.008,0.0,0.0,3.70
7.282,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.307,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.332,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.357,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.382,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.407,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.432,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.453,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.105,0.0,0.0,3.70
7.474,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.494,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.517,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.538,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.559,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.583,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.608,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.633,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.653,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.139,0.0,0.0,3.70
7.674,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
7.698,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
7.722,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
7.744,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
7.769,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
7.791,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.814,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.835,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.859,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.881,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.906,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.927,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.951,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.974,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.087,0.0,0.0,3.70
7.999,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.023,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.049,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.070,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.091,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.116,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.141,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.163,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.968,0.0,0.0,3.70
8.185,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.019,0.0,0.0,3.70
8.210,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
8.232,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
8.257,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
8.282,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.013,0.0,0.0,3.70
8.304,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.329,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.354,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.376,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.399,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.420,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.441,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.465,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.488,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.991,0.0,0.0,3.70
8.509,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.533,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.557,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.581,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.603,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.628,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.653,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.674,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.130,0.0,0.0,3.70
8.700,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.889,0.0,0.0,3.70
8.720,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.871,0.0,0.0,3.70
8.745,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.871,0.0,0.0,3.70
8.765,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.871,0.0,0.0,3.70
8.786,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.871,0.0,0.0,3.70
8.807,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.832,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.855,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.877,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.902,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.923,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.948,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.970,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
8.994,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.633,0.0,0.0,3.70
9.018,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.042,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.062,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.088,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.110,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.134,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.159,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.180,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.603,0.0,0.0,3.70
9.205,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.998,0.0,0.0,3.70
9.225,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.000,0.0,0.0,3.70
9.249,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.000,0.0,0.0,3.70
9.271,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.000,0.0,0.0,3.70
9.295,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,51.000,0.0,0.0,3.70
9.320,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.345,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.366,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.389,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.412,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.436,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.456,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.478,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.500,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.963,0.0,0.0,3.70
9.522,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.544,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.566,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.586,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.609,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.632,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.653,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.675,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.700,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.666,0.0,0.0,3.70
9.721,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.576,0.0,0.0,3.70
9.741,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.549,0.0,0.0,3.70
9.766,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.549,0.0,0.0,3.70
9.791,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.549,0.0,0.0,3.70
9.811,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.549,0.0,0.0,3.70
9.832,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.853,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.876,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.900,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.924,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.949,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.974,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
9.999,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
10.019,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.606,0.0,0.0,3.70
10.041,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.063,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.088,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.113,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.133,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.158,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.182,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.203,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.783,0.0,0.0,3.70
10.227,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.871,0.0,0.0,3.70
10.249,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.876,0.0,0.0,3.70
10.271,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.876,0.0,0.0,3.70
10.292,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.876,0.0,0.0,3.70
10.314,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.876,0.0,0.0,3.70
10.339,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.362,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.387,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.410,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.432,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.453,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.474,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.499,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.521,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.957,0.0,0.0,3.70
10.544,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.567,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.592,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.617,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.637,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.659,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.684,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.707,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.774,0.0,0.0,3.70
10.733,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.786,0.0,0.0,3.70
10.757,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.786,0.0,0.0,3.70
10.779,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.786,0.0,0.0,3.70
10.804,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.786,0.0,0.0,3.70
10.826,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.786,0.0,0.0,3.70
10.850,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
10.870,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
10.891,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
10.916,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
10.941,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
10.964,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
10.987,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
11.011,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.616,0.0,0.0,3.70
11.036,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.060,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.084,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.106,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.127,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.151,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.175,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.198,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.223,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.252,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.605,0.0,0.0,3.70
11.275,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.500,0.0,0.0,3.70
11.299,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.500,0.0,0.0,3.70
11.324,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.500,0.0,0.0,3.70
11.349,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.500,0.0,0.0,3.70
11.374,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.399,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.424,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.446,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.470,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.494,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.516,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.541,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.376,0.0,0.0,3.70
11.566,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.850,0.0,0.0,3.70
11.591,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.850,0.0,0.0,3.70
11.616,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.850,0.0,0.0,3.70
11.640,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.850,0.0,0.0,3.70
11.665,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.850,0.0,0.0,3.70
11.687,STOCK (your sticks),0,0.0,0.0,-0.0,70.0,50.850,0.0,0.0,3.70
11.714,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.850,0.0,0.0,3.70
11.737,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
11.757,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
11.782,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.686,0.0,0.0,3.70
11.806,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.686,0.0,0.0,3.70
11.831,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.686,0.0,0.0,3.70
11.852,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.686,0.0,0.0,3.70
11.875,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
11.897,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
11.917,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
11.942,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
11.966,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
11.989,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
12.011,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
12.033,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
12.058,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.569,0.0,0.0,3.70
12.083,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.103,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.126,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.148,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.169,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.192,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.212,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.236,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.322,0.0,0.0,3.70
12.261,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.364,0.0,0.0,3.70
12.286,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.363,0.0,0.0,3.70
12.308,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.363,0.0,0.0,3.70
12.333,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.363,0.0,0.0,3.70
12.358,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.363,0.0,0.0,3.70
12.381,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.403,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.428,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.453,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.478,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.500,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.523,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.548,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.384,0.0,0.0,3.70
12.571,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.593,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.616,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.641,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.666,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.691,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.716,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.736,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.760,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.337,0.0,0.0,3.70
12.784,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.397,0.0,0.0,3.70
12.808,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.412,0.0,0.0,3.70
12.831,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.412,0.0,0.0,3.70
12.851,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.412,0.0,0.0,3.70
12.873,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.412,0.0,0.0,3.70
12.897,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
12.918,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
12.943,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
12.968,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
12.992,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
13.016,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
13.041,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
13.061,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
13.083,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.482,0.0,0.0,3.70
13.107,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.131,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
