t,mode,armed,roll,pitch,yaw,thrust_pct,z,tilt,policy_thrust_pct,vbat
13.151,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.175,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.196,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.221,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.246,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.267,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.480,0.0,0.0,3.70
13.290,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.614,0.0,0.0,3.70
13.311,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.616,0.0,0.0,3.70
13.335,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.616,0.0,0.0,3.70
13.357,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.616,0.0,0.0,3.70
13.381,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.616,0.0,0.0,3.70
13.402,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.425,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.450,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.475,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.496,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.521,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.545,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.567,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.591,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.734,0.0,0.0,3.70
13.614,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.636,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.660,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.683,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.708,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.729,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.750,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.774,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.828,0.0,0.0,3.70
13.799,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.915,0.0,0.0,3.70
13.822,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.916,0.0,0.0,3.70
13.844,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.916,0.0,0.0,3.70
13.867,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.916,0.0,0.0,3.70
13.892,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.916,0.0,0.0,3.70
13.916,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
13.941,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
13.966,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
13.990,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
14.013,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
14.036,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
14.061,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
14.085,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
14.110,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.135,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.157,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.182,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.202,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.227,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.252,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.276,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.298,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.701,0.0,0.0,3.70
14.323,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.638,0.0,0.0,3.70
14.347,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.631,0.0,0.0,3.70
14.372,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.631,0.0,0.0,3.70
14.396,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.631,0.0,0.0,3.70
14.420,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.631,0.0,0.0,3.70
14.444,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.465,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.487,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.508,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.529,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.549,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.569,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.594,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.614,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.594,0.0,0.0,3.70
14.639,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.660,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.681,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.702,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.726,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.751,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.776,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.798,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.823,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.710,0.0,0.0,3.70
14.848,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.725,0.0,0.0,3.70
14.873,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.725,0.0,0.0,3.70
14.897,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.725,0.0,0.0,3.70
14.922,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.725,0.0,0.0,3.70
14.946,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
14.971,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
14.992,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
15.015,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
15.040,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
15.065,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
15.085,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
15.106,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.704,0.0,0.0,3.70
15.126,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.149,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.170,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.190,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.212,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.236,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.261,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.283,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.306,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.608,0.0,0.0,3.70
15.327,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.571,0.0,0.0,3.70
15.352,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.571,0.0,0.0,3.70
15.375,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.571,0.0,0.0,3.70
15.400,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.571,0.0,0.0,3.70
15.424,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.571,0.0,0.0,3.70
15.447,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.471,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.492,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.513,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.533,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.554,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.575,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.599,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.620,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.529,0.0,0.0,3.70
15.644,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.669,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.693,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.715,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.736,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.758,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.783,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.803,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.824,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.583,0.0,0.0,3.70
15.849,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.593,0.0,0.0,3.70
15.869,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
15.890,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
15.910,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
15.932,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
15.952,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
15.975,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
15.998,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.019,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.040,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.064,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.089,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.110,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.133,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.565,0.0,0.0,3.70
16.156,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.181,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.205,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.229,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.250,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.275,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.296,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.321,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.346,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.550,0.0,0.0,3.70
16.367,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.554,0.0,0.0,3.70
16.391,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.570,0.0,0.0,3.70
16.415,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.570,0.0,0.0,3.70
16.440,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.570,0.0,0.0,3.70
16.463,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.570,0.0,0.0,3.70
16.484,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.508,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.531,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.556,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.576,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.601,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.623,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.644,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.669,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.586,0.0,0.0,3.70
16.694,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.718,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.743,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.768,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.794,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.815,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.840,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.864,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.691,0.0,0.0,3.70
16.888,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.618,0.0,0.0,3.70
16.913,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.612,0.0,0.0,3.70
16.936,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.612,0.0,0.0,3.70
16.960,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.612,0.0,0.0,3.70
16.985,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.612,0.0,0.0,3.70
17.008,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.031,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.055,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.078,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.100,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.121,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.144,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.167,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.626,0.0,0.0,3.70
17.192,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.217,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.241,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.261,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.286,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.307,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.328,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.348,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.370,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.702,0.0,0.0,3.70
17.394,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.768,0.0,0.0,3.70
17.414,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.768,0.0,0.0,3.70
17.434,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.768,0.0,0.0,3.70
17.458,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.768,0.0,0.0,3.70
17.482,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.768,0.0,0.0,3.70
17.503,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.524,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.546,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.571,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.592,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.613,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.634,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.657,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.682,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
17.702,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.725,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.746,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.771,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.796,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.817,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.840,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.860,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.882,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.749,0.0,0.0,3.70
17.907,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.671,0.0,0.0,3.70
17.932,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.673,0.0,0.0,3.70
17.955,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.673,0.0,0.0,3.70
17.980,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.673,0.0,0.0,3.70
18.000,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.673,0.0,0.0,3.70
18.022,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.042,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.064,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.086,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.108,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.128,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.149,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.173,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.194,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.664,0.0,0.0,3.70
18.218,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.242,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.266,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.289,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.308,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.333,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.357,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.381,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.407,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.883,0.0,0.0,3.70
18.430,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.863,0.0,0.0,3.70
18.451,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.869,0.0,0.0,3.70
18.475,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.869,0.0,0.0,3.70
18.499,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.869,0.0,0.0,3.70
18.523,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.869,0.0,0.0,3.70
18.543,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.568,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.589,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.610,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.631,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.656,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.681,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.702,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.725,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.861,0.0,0.0,3.70
18.747,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.769,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.791,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.812,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.835,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.856,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.876,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.899,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.920,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.845,0.0,0.0,3.70
18.941,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.759,0.0,0.0,3.70
18.965,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.756,0.0,0.0,3.70
18.987,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.756,0.0,0.0,3.70
19.008,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.756,0.0,0.0,3.70
19.029,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.756,0.0,0.0,3.70
19.050,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.074,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.097,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.122,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.148,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.171,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.192,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.217,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.238,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.730,0.0,0.0,3.70
19.259,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.283,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.304,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.324,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.347,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.372,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.397,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.418,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.442,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.786,0.0,0.0,3.70
19.467,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
19.492,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
19.517,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
19.542,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
19.564,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.586,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.608,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.633,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.654,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.678,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.699,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.724,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.726,0.0,0.0,3.70
19.749,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.773,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
