t,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,policy.abort_reason,policy.act0,policy.armed,policy.mode,policy.p_err,policy.thrust_units,policy.tilt_deg,policy.vbat,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
1.713,0.07090973109006882,0.18431125581264496,0.9959058165550232,,,1.2778403759002686,,,,,,,,,,,,
1.809,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.811,,,,20.605199813842773,4.021352767944336,,,,,,,,,,2.7052159309387207,0.8850185871124268,-90.19670104980469,0.7360958456993103
1.812,0.02887805551290512,0.23969368636608124,0.9473626613616943,,,2.0686028003692627,,,,,,,,,,,,
1.909,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.911,,,,8.418679237365723,0.2385677844285965,,,,,,,,,,2.702608823776245,0.8854268193244934,-90.02693176269531,0.7346354722976685
1.912,0.03711656481027603,0.26378458738327026,0.9695660471916199,,,4.280479907989502,,,,,,,,,,,,
2.009,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.011,,,,29.58260726928711,6.754985809326172,,,,,,,,,,2.6989402770996094,0.8857148289680481,-90.1274185180664,0.7353759407997131
2.012,0.07241954654455185,0.3609776496887207,0.9106063842773438,,,4.308065414428711,,,,,,,,,,,,
2.110,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.112,,,,-2.147092819213867,-3.521273374557495,,,,,,,,,,2.70332670211792,0.8847091197967529,-89.5684585571289,0.7339248657226562
2.113,0.03722000867128372,0.27487170696258545,0.9440584182739258,,,-14.929749488830566,,,,,,,,,,,,
2.209,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.210,,,,5.227398872375488,2.5180180072784424,,,,,,,,,,2.7013261318206787,0.8868678212165833,-90.0323257446289,0.7337338924407959
2.212,0.02181323617696762,0.383411169052124,0.9084742069244385,,,-4.984106063842773,,,,,,,,,,,,
2.308,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.311,,,,9.92040729522705,6.5961995124816895,,,,,,,,,,2.69752836227417,0.8872753977775574,-89.68814849853516,0.7346253991127014
2.313,0.04204225167632103,0.39852267503738403,0.9290738701820374,,,1.0872383117675781,,,,,,,,,,,,
2.410,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.411,,,,11.140865325927734,4.6220269203186035,,,,,,,,,,2.692877769470215,0.8875992894172668,-89.68083190917969,0.7362864017486572
2.412,0.016974374651908875,0.41112133860588074,0.9203563332557678,,,0.5820932388305664,,,,,,,,,,,,
2.509,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.510,,,,24.995098114013672,16.59282875061035,,,,,,,,,,2.701031446456909,0.8859091997146606,-89.48896026611328,0.734545886516571
2.512,0.04087580367922783,0.42176175117492676,0.9038287401199341,,,-3.7919538021087646,,,,,,,,,,,,
2.609,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.611,,,,6.309370517730713,4.889187812805176,,,,,,,,,,2.6992650032043457,0.8856233954429626,-89.2654800415039,0.7356215715408325
2.612,-0.011537152342498302,0.4729801416397095,0.8937185406684875,,,5.2172322273254395,,,,,,,,,,,,
2.709,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.710,,,,5.376820087432861,-1.7910327911376953,,,,,,,,,,2.701032876968384,0.8846423625946045,-89.20964813232422,0.7350324392318726
2.712,0.019192002713680267,0.46353164315223694,0.8695390224456787,,,-2.8393187522888184,,,,,,,,,,,,
2.809,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.811,,,,9.70965576171875,-1.2360103130340576,,,,,,,,,,2.700225591659546,0.883330225944519,-89.17616271972656,0.7351651787757874
2.812,0.027017559856176376,0.5225964784622192,0.8870522975921631,,,-0.21683627367019653,,,,,,,,,,,,
2.908,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
2.910,,,,21.04591941833496,-0.7870304584503174,,,,,,,,,,2.7016184329986572,0.8837891817092896,-89.02703857421875,0.7356215715408325
2.911,0.02705761417746544,0.5483450293540955,0.8558939099311829,,,0.3774956464767456,,,,,,,,,,,,
3.008,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.010,,,,22.905921936035156,-22.382423400878906,,,,,,,,,,2.7037553787231445,0.8845720291137695,-88.64834594726562,0.7365787625312805
3.011,0.009409918449819088,0.5384509563446045,0.8767402768135071,,,16.10796356201172,,,,,,,,,,,,
3.108,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.110,,,,30.96564292907715,23.883840560913086,,,,,,,,,,2.7041819095611572,0.8855406641960144,-88.62319946289062,0.7372905611991882
3.111,-0.017033839598298073,0.5702144503593445,0.8144927620887756,,,-6.6343865394592285,,,,,,,,,,,,
3.208,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.210,,,,36.453765869140625,-2.4372847080230713,,,,,,,,,,2.7051241397857666,0.8850786089897156,-88.35564422607422,0.7372135519981384
3.211,0.005309474188834429,0.6190223097801208,0.7974357604980469,,,-0.08812804520130157,,,,,,,,,,,,
3.308,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.310,,,,42.88762664794922,-5.675471305847168,,,,,,,,,,2.7076685428619385,0.8843750357627869,-87.88545989990234,0.7381258010864258
3.311,-0.020784324035048485,0.6440208554267883,0.7528433203697205,,,1.0110162496566772,,,,,,,,,,,,
3.408,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.409,,,,47.185943603515625,6.05351448059082,,,,,,,,,,2.710972309112549,0.8844950795173645,-88.14470672607422,0.7383301258087158
3.411,0.07079698145389557,0.7121429443359375,0.6606976389884949,,,4.865739345550537,,,,,,,,,,,,
3.508,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.509,,,,27.6866397857666,1.3652174472808838,,,,,,,,,,2.7139153480529785,0.8834762573242188,-87.85375213623047,0.737968385219574
3.510,-0.004337667021900415,0.7181141972541809,0.6682031750679016,,,2.591823101043701,,,,,,,,,,,,
3.608,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.609,,,,-0.37908440828323364,0.517305314540863,,,,,,,,,,2.7166502475738525,0.8825862407684326,-87.87039184570312,0.737572968006134
3.610,0.006515719927847385,0.7332324385643005,0.6501200795173645,,,0.9235844612121582,,,,,,,,,,,,
3.708,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.710,,,,-0.26015904545783997,-0.03014139086008072,,,,,,,,,,2.711024045944214,0.8829673528671265,-88.027587890625,0.7387473583221436
3.711,0.014838838018476963,0.7672065496444702,0.6343603730201721,,,-0.06682583689689636,,,,,,,,,,,,
3.808,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.809,,,,0.2948998212814331,-0.06760920584201813,,,,,,,,,,2.710247278213501,0.8827243447303772,-88.160400390625,0.7386623024940491
3.811,0.0184971671551466,0.7661453485488892,0.6389850974082947,,,-0.825899064540863,,,,,,,,,,,,
3.908,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
3.910,,,,-2.826488494873047,-0.10661659389734268,,,,,,,,,,2.7103111743927,0.8830521106719971,-88.25540924072266,0.7389829754829407
3.911,0.0054326714016497135,0.7726454734802246,0.6428465247154236,,,0.0658404529094696,,,,,,,,,,,,
4.008,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.010,,,,3.9714348316192627,0.8064465522766113,,,,,,,,,,2.7104737758636475,0.8829641938209534,-88.36624908447266,0.7389721870422363
4.011,0.011809130199253559,0.7843289375305176,0.6348361968994141,,,0.8639081716537476,,,,,,,,,,,,
4.108,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.109,,,,-0.22973419725894928,0.7938644886016846,,,,,,,,,,2.7107961177825928,0.8830327391624451,-88.35304260253906,0.7391812205314636
4.111,0.012898904271423817,0.7423816323280334,0.6557944416999817,,,0.5125831365585327,,,,,,,,,,,,
4.208,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.209,,,,-0.6981827020645142,0.2543448209762573,,,,,,,,,,2.711822032928467,0.8830311298370361,-88.33467864990234,0.7392075657844543
4.211,0.009013769216835499,0.7397306561470032,0.6605689525604248,,,-0.050530072301626205,,,,,,,,,,,,
4.308,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.309,,,,-0.3620727062225342,0.09531443566083908,,,,,,,,,,2.711803674697876,0.8830106258392334,-88.34413146972656,0.7392318844795227
4.310,-0.01584423892199993,0.7447848320007324,0.6547443866729736,,,-0.20033010840415955,,,,,,,,,,,,
4.408,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.409,,,,4.454015731811523,-2.3025171756744385,,,,,,,,,,2.712350606918335,0.8827623724937439,-88.3478775024414,0.7387646436691284
4.412,0.0029261461459100246,0.7388716340065002,0.6479337215423584,,,-0.2629859149456024,,,,,,,,,,,,
4.508,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.510,,,,0.7856326699256897,-2.3910305500030518,,,,,,,,,,2.7127811908721924,0.8828093409538269,-88.38622283935547,0.7387691140174866
4.511,0.005814163014292717,0.744976818561554,0.6473335027694702,,,-1.7185001373291016,,,,,,,,,,,,
4.608,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.609,,,,-0.2279854118824005,-0.4711206257343292,,,,,,,,,,2.712380886077881,0.8828290104866028,-88.4385757446289,0.7387849688529968
4.610,0.013596218079328537,0.7653607726097107,0.6346442699432373,,,-0.010009212419390678,,,,,,,,,,,,
4.708,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.710,,,,3.561457633972168,-1.657576560974121,,,,,,,,,,2.7126235961914062,0.8827756643295288,-88.49002838134766,0.7383058071136475
4.712,0.02045052871108055,0.7212620973587036,0.6658119559288025,,,-1.3746528625488281,,,,,,,,,,,,
4.808,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.811,,,,-1.0123475790023804,-1.0387694835662842,,,,,,,,,,2.714045763015747,0.8827760815620422,-88.57859802246094,0.7384161353111267
4.813,0.00945495069026947,0.7706459760665894,0.6310241222381592,,,-0.8787786960601807,,,,,,,,,,,,
4.907,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
4.909,,,,-3.3525447845458984,-2.5401151180267334,,,,,,,,,,2.712522268295288,0.883215069770813,-88.6223373413086,0.7390624284744263
4.911,0.01497613824903965,0.7628375291824341,0.6471476554870605,,,-1.6027216911315918,,,,,,,,,,,,
5.008,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.009,,,,1.4606159925460815,1.1359277963638306,,,,,,,,,,2.7123658657073975,0.8829154372215271,-88.69091033935547,0.738891065120697
5.011,0.010119798593223095,0.7639014720916748,0.6292460560798645,,,0.7424771189689636,,,,,,,,,,,,
5.107,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.109,,,,-0.40457355976104736,-2.6015970706939697,,,,,,,,,,2.713070869445801,0.8822329044342041,-88.6630630493164,0.737484872341156
5.110,-0.004739785101264715,0.7631284594535828,0.6378974318504333,,,-2.112701416015625,,,,,,,,,,,,
5.207,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.208,,,,-0.2708168625831604,-0.10828977078199387,,,,,,,,,,2.7139909267425537,0.8812956809997559,-88.85603332519531,0.7355614304542542
5.210,0.008837824687361717,0.7631121277809143,0.6379808783531189,,,-0.17745377123355865,,,,,,,,,,,,
5.308,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.309,,,,0.6956315040588379,-0.7403777241706848,,,,,,,,,,2.7169904708862305,0.8827879428863525,-88.95132446289062,0.7367356419563293
5.311,0.011884905397891998,0.7651348114013672,0.6381707191467285,,,-0.5911729335784912,,,,,,,,,,,,
5.410,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.411,,,,-0.771978497505188,-0.023226160556077957,,,,,,,,,,2.712820291519165,0.8833982348442078,-89.05821228027344,0.7392687797546387
5.413,0.01321684941649437,0.7624232172966003,0.6363791227340698,,,-0.3639172315597534,,,,,,,,,,,,
5.507,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.508,,,,0.8125770688056946,-0.49845048785209656,,,,,,,,,,2.71307373046875,0.883453369140625,-89.12383270263672,0.7389777302742004
5.509,0.01622626557946205,0.7498809695243835,0.6317185163497925,,,-0.5886380076408386,,,,,,,,,,,,
5.607,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.609,,,,-0.49911072850227356,-0.1838073879480362,,,,,,,,,,2.7128381729125977,0.8834617137908936,-89.21672821044922,0.7390733361244202
5.610,0.005477035418152809,0.7606014609336853,0.6392775177955627,,,-0.41978663206100464,,,,,,,,,,,,
5.709,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.710,,,,0.35985106229782104,-0.1655946969985962,,,,,,,,,,2.7126970291137695,0.8834574222564697,-89.23310089111328,0.7388208508491516
5.712,0.011156601831316948,0.7641021013259888,0.638137698173523,,,0.16108117997646332,,,,,,,,,,,,
5.806,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.808,,,,0.3752945363521576,-0.8190518617630005,,,,,,,,,,2.7132511138916016,0.8833523392677307,-89.30606079101562,0.7387523055076599
5.810,0.011744942516088486,0.7658731341362,0.6344900727272034,,,-0.5266731977462769,,,,,,,,,,,,
5.908,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
5.909,,,,-0.11838248372077942,0.3472974896430969,,,,,,,,,,2.714433431625366,0.88332599401474,-89.34727478027344,0.7386214733123779
5.911,0.010172061622142792,0.7661957144737244,0.6328049898147583,,,0.10552015155553818,,,,,,,,,,,,
6.008,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.009,,,,0.6287463903427124,0.18424110114574432,,,,,,,,,,2.715862274169922,0.8831121921539307,-89.35922241210938,0.7381683588027954
6.011,0.01639174297451973,0.7668006420135498,0.6331494450569153,,,0.11452044546604156,,,,,,,,,,,,
6.108,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.109,,,,0.2573304772377014,-0.4909692108631134,,,,,,,,,,2.713606357574463,0.8834174275398254,-89.36689758300781,0.7388633489608765
6.110,0.011903990060091019,0.7709940671920776,0.6324253678321838,,,-0.36107635498046875,,,,,,,,,,,,
6.207,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.208,,,,0.6693767309188843,0.34080958366394043,,,,,,,,,,2.712993860244751,0.8835586309432983,-89.41402435302734,0.7393435835838318
6.210,0.01008524838835001,0.7689709067344666,0.6350317597389221,,,0.37421026825904846,,,,,,,,,,,,
6.306,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.308,,,,2.1291348934173584,-0.13630548119544983,,,,,,,,,,2.7135157585144043,0.8833657503128052,-89.40927124023438,0.7390470504760742
6.310,0.010809184052050114,0.7474165558815002,0.6485269069671631,,,0.17087961733341217,,,,,,,,,,,,
6.406,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.408,,,,-0.11175156384706497,0.39686885476112366,,,,,,,,,,2.7135255336761475,0.8833964467048645,-89.4068603515625,0.7388757467269897
6.409,0.014336774125695229,0.7656546235084534,0.6331972479820251,,,-0.1419055014848709,,,,,,,,,,,,
6.505,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.509,,,,0.8104490041732788,-1.0789304971694946,,,,,,,,,,2.713749885559082,0.8833287358283997,-89.45919036865234,0.7390419840812683
6.510,0.011956239119172096,0.7680778503417969,0.6307172775268555,,,-0.803371250629425,,,,,,,,,,,,
6.606,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.607,,,,7.478097915649414,1.7890547513961792,,,,,,,,,,2.713881731033325,0.8834057450294495,-89.51509857177734,0.7385668158531189
6.609,0.0154375359416008,0.7745690941810608,0.6236194372177124,,,1.3773012161254883,,,,,,,,,,,,
6.706,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.708,,,,-0.4567817449569702,0.1495950073003769,,,,,,,,,,2.7132256031036377,0.8834912180900574,-89.49069213867188,0.7393131256103516
6.709,0.011929856613278389,0.7683988213539124,0.6251213550567627,,,-0.06715980172157288,,,,,,,,,,,,
6.806,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.808,,,,-0.871580183506012,-0.156368687748909,,,,,,,,,,2.7133755683898926,0.8834465742111206,-89.49503326416016,0.7389453053474426
6.809,0.012662328779697418,0.7736151814460754,0.6265532970428467,,,0.0037736953236162663,,,,,,,,,,,,
6.906,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
6.907,,,,0.3432387709617615,-0.1678459644317627,,,,,,,,,,2.7133705615997314,0.8835428953170776,-89.50578308105469,0.7391592264175415
6.909,0.014879358001053333,0.7756903171539307,0.6255988478660583,,,-0.2158048152923584,,,,,,,,,,,,
7.006,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.007,,,,-0.14274777472019196,-0.0422990657389164,,,,,,,,,,2.7136778831481934,0.8835424780845642,-89.55015563964844,0.7385618686676025
7.008,0.013012892566621304,0.7711321115493774,0.6270362138748169,,,-0.14967146515846252,,,,,,,,,,,,
7.106,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.108,,,,-0.10899101942777634,0.5854968428611755,,,,,,,,,,2.713571071624756,0.883556604385376,-89.55870056152344,0.739169180393219
7.109,0.008878493681550026,0.7692894339561462,0.625029981136322,,,0.11531569063663483,,,,,,,,,,,,
7.206,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.207,,,,-0.19394107162952423,1.2958241701126099,,,,,,,,,,2.714242458343506,0.8832608461380005,-89.5195083618164,0.7389671802520752
7.209,0.011781957931816578,0.7734313607215881,0.6256570219993591,,,0.977192223072052,,,,,,,,,,,,
7.305,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.307,,,,-0.22267618775367737,-0.008926847018301487,,,,,,,,,,2.713442087173462,0.8835951089859009,-89.45960998535156,0.7393516898155212
7.308,0.017092598602175713,0.7716618180274963,0.6260824203491211,,,-0.019281424582004547,,,,,,,,,,,,
7.405,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.407,,,,0.7024600505828857,-0.47445717453956604,,,,,,,,,,2.713268280029297,0.8835142254829407,-89.5267333984375,0.7392657995223999
7.408,0.012263262644410133,0.772968590259552,0.6268969178199768,,,-0.5112512111663818,,,,,,,,,,,,
7.505,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.508,,,,-0.10716007649898529,-0.289436936378479,,,,,,,,,,2.7141809463500977,0.8832813501358032,-89.55399322509766,0.7387233972549438
7.509,0.015528734773397446,0.7732330560684204,0.6292639970779419,,,-0.17778286337852478,,,,,,,,,,,,
7.606,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.608,,,,0.0774788185954094,-0.09245990961790085,,,,,,,,,,2.7155158519744873,0.8830153942108154,-89.5379409790039,0.7373558282852173
7.610,0.011724666692316532,0.7732890844345093,0.6268103122711182,,,-0.014336364343762398,,,,,,,,,,,,
7.705,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.707,,,,-0.3986068367958069,-1.3141248226165771,,,,,,,,,,2.717057466506958,0.8825904130935669,-89.58599853515625,0.7354133725166321
7.708,0.007894935086369514,0.7725046873092651,0.6287972331047058,,,-1.0942054986953735,,,,,,,,,,,,
7.805,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.806,,,,0.6442387700080872,-0.629132091999054,,,,,,,,,,2.718870162963867,0.8830515742301941,-89.59172821044922,0.7374844551086426
7.808,0.014928172342479229,0.7723417282104492,0.6228575706481934,,,-0.5564208626747131,,,,,,,,,,,,
7.906,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
7.908,,,,1.3625595569610596,0.046944715082645416,,,,,,,,,,2.7133002281188965,0.8836380839347839,-89.60990905761719,0.739336371421814
7.909,0.0034561404027044773,0.7753274440765381,0.6259232759475708,,,0.035412732511758804,,,,,,,,,,,,
8.005,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.008,,,,-0.49753230810165405,-0.45879220962524414,,,,,,,,,,2.7134411334991455,0.8835836052894592,-89.70780181884766,0.7393238544464111
8.009,0.010453757829964161,0.7757227420806885,0.6283767223358154,,,-0.09412544220685959,,,,,,,,,,,,
8.106,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.107,,,,0.0644155815243721,-0.5077320337295532,,,,,,,,,,2.713632345199585,0.8836146593093872,-89.7560806274414,0.7391943335533142
8.109,0.012422140687704086,0.7720358967781067,0.6284841895103455,,,-0.3848721981048584,,,,,,,,,,,,
8.205,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.207,,,,0.16542698442935944,-0.1389273703098297,,,,,,,,,,2.713644504547119,0.8835498094558716,-89.74017333984375,0.7391906976699829
8.208,0.011775568127632141,0.7723334431648254,0.6267005205154419,,,0.21292538940906525,,,,,,,,,,,,
8.305,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.306,,,,-0.620902955532074,-0.23376788198947906,,,,,,,,,,2.713526487350464,0.8835191130638123,-89.71994018554688,0.7392293810844421
8.308,0.012412631884217262,0.773374617099762,0.6264320015907288,,,0.09529921412467957,,,,,,,,,,,,
8.405,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.406,,,,-0.06327269226312637,0.603100061416626,,,,,,,,,,2.7142555713653564,0.8834390044212341,-89.73532104492188,0.7391220331192017
8.408,0.010050968267023563,0.7770069241523743,0.6222352981567383,,,0.18810385465621948,,,,,,,,,,,,
8.505,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.506,,,,-0.9902440309524536,-1.0255757570266724,,,,,,,,,,2.713935136795044,0.8834798336029053,-89.78270721435547,0.739301323890686
8.507,0.012621374800801277,0.7738014459609985,0.627020001411438,,,-0.7308679223060608,,,,,,,,,,,,
8.605,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.606,,,,-6.263060092926025,-0.938737690448761,,,,,,,,,,2.7134604454040527,0.8834420442581177,-89.85044860839844,0.7394299507141113
8.607,0.005456513725221157,0.7739046812057495,0.6198861598968506,,,-0.8151168823242188,,,,,,,,,,,,
8.705,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.707,,,,-35.574188232421875,-0.9307725429534912,,,,,,,,,,2.714134454727173,0.8834924101829529,-89.60150909423828,0.7386030554771423
8.708,-0.042350493371486664,0.7791797518730164,0.6213064789772034,,,-0.8250976800918579,,,,,,,,,,,,
8.805,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.806,,,,-79.66626739501953,-2.8534324169158936,,,,,,,,,,2.7156994342803955,0.8848482370376587,-89.80074310302734,0.7375361919403076
8.808,-0.04541412368416786,0.6588215231895447,0.7645482420921326,,,-3.068545341491699,,,,,,,,,,,,
8.904,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
8.906,,,,-50.19996643066406,15.938773155212402,,,,,,,,,,2.714505672454834,0.888090968132019,-89.64083099365234,0.7354229092597961
8.907,0.07056128233671188,0.5641394853591919,0.7492501139640808,,,3.8993027210235596,,,,,,,,,,,,
9.004,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
9.006,,,,-66.14044189453125,5.056631088256836,,,,,,,,,,2.711756467819214,0.8883659839630127,-88.37062072753906,0.7346398234367371
9.007,-0.10951509326696396,0.44170188903808594,0.8670340776443481,,,23.258560180664062,,,,,,,,,,,,
9.105,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
9.106,,,,-122.54456329345703,-30.493093490600586,,,,,,,,,,2.7122716903686523,0.8883395195007324,-87.02242279052734,0.7327672839164734
9.107,-0.06914599984884262,0.23949433863162994,0.8962355256080627,,,0.35579735040664673,,,,,,,,,,,,
9.205,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
9.207,,,,-28.118484497070312,22.496313095092773,,,,,,,,,,2.7144105434417725,0.8879715800285339,-87.37925720214844,0.7330081462860107
9.208,-0.13427072763442993,0.11810392141342163,1.0128459930419922,,,-5.7681403160095215,,,,,,,,,,,,
