t,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,policy.abort_reason,policy.act0,policy.armed,policy.mode,policy.p_err,policy.thrust_units,policy.tilt_deg,policy.vbat,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.912,,,,-0.12788811326026917,-0.05859310179948807,,,,,,,,,,2.70914363861084,0.8847004771232605,-91.17841339111328,0.7312818765640259
0.913,0.031048493459820747,-0.04986744001507759,1.0013750791549683,,,-0.13185985386371613,,,,,,,,,,,,
1.011,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.013,,,,-1.4722295999526978,2.1906495094299316,,,,,,,,,,2.7091922760009766,0.884345531463623,-91.13760375976562,0.7317811250686646
1.014,0.020431319251656532,-0.04743385314941406,0.9987233281135559,,,1.8981602191925049,,,,,,,,,,,,
1.110,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.112,,,,0.3088647127151489,-0.3030340075492859,,,,,,,,,,2.7082934379577637,0.884769856929779,-91.03077697753906,0.7318364381790161
1.113,0.02904105745255947,-0.053266316652297974,0.9987161755561829,,,-0.7500045299530029,,,,,,,,,,,,
1.213,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.214,,,,0.22308349609375,0.3844591975212097,,,,,,,,,,2.7086827754974365,0.8844624161720276,-91.22550201416016,0.7311336994171143
1.215,0.03672749549150467,-0.04731381684541702,0.999774694442749,,,-4.043471813201904,,,,,,,,,,,,
1.311,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.313,,,,15.337799072265625,0.706000804901123,,,,,,,,,,2.7098748683929443,0.8845843076705933,-91.66250610351562,0.7313166260719299
1.314,0.010600332170724869,-0.0534946471452713,1.0037096738815308,,,0.5582897067070007,,,,,,,,,,,,
1.410,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.412,,,,29.961021423339844,2.928774833679199,,,,,,,,,,2.7099599838256836,0.8853192329406738,-91.5649185180664,0.7314941883087158
1.413,0.04710578918457031,-0.037178199738264084,1.015834927558899,,,2.375892162322998,,,,,,,,,,,,
1.509,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.512,,,,40.633792877197266,-0.9866551160812378,,,,,,,,,,2.709576368331909,0.88533616065979,-90.97071075439453,0.7327181100845337
1.513,0.041996318846940994,0.0718797966837883,0.9849590063095093,,,4.224529266357422,,,,,,,,,,,,
1.610,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.611,,,,35.42822265625,-0.32632485032081604,,,,,,,,,,2.7090561389923096,0.8857014775276184,-90.6968002319336,0.7339150309562683
1.613,0.022379953414201736,0.14519265294075012,0.9912114143371582,,,5.658628463745117,,,,,,,,,,,,
1.710,,,,,,,0,0.5261644124984741,0,0,0.09438859671354294,45786.28125,3.479921579360962,4.053958892822266,,,,
1.712,,,,45.5131950378418,3.9686310291290283,,,,,,,,,,2.7076339721679688,0.885703444480896,-90.32933807373047,0.7350030541419983
