timestep,walltime_sec,ep_rew_mean,ep_len_mean
10792960,2286.71,1645.8526,432.49
10813440,2290.26,1605.7826,431.18
10833920,2293.85,1708.4639,442.06
10854400,2297.45,1794.6833,451.11
10874880,2301.16,1632.8913,429.56
10895360,2304.76,1528.2132,400.22
10915840,2308.41,1602.4980,410.95
10936320,2312.15,1635.8801,419.24
10956800,2315.88,1798.5445,452.67
10977280,2319.82,1666.2051,424.58
10997760,2323.50,1572.7558,401.33
11018240,2327.17,1602.2315,417.40
11038720,2330.73,1679.5882,437.85
11059200,2334.29,1619.5416,426.54
11079680,2338.10,1476.3374,398.64
11100160,2341.93,1494.2459,402.84
11120640,2345.72,1638.5973,423.69
11141120,2349.61,1648.3072,417.29
11161600,2353.55,1514.6475,397.28
11182080,2357.70,1442.8819,395.87
11202560,2361.52,1424.8699,400.47
11223040,2365.32,1513.4120,402.82
11243520,2369.28,1672.9457,418.08
11264000,2373.43,1588.7795,410.19
11284480,2378.08,1568.3739,412.15
11304960,2382.48,1646.6176,415.62
11325440,2386.98,1570.1865,396.42
11345920,2391.41,1680.8172,422.96
11366400,2395.91,1668.7691,422.50
11386880,2400.42,1728.3061,436.75
11407360,2404.97,1715.8576,436.53
11427840,2409.38,1495.2227,407.87
11448320,2414.00,1465.1232,407.46
11468800,2418.71,1562.5869,413.05
11489280,2424.02,1668.2687,422.29
11509760,2429.09,1680.6834,421.64
11530240,2433.54,1743.9772,441.48
11550720,2437.34,1696.1349,435.95
11571200,2441.34,1705.2496,434.60
11591680,2445.43,1709.9968,427.48
11612160,2449.46,1919.4917,465.57
11632640,2453.25,1727.7228,424.79
11653120,2457.09,1679.3708,421.11
11673600,2460.88,1685.5861,424.75
11694080,2464.67,1660.6357,420.06
11714560,2468.35,1777.1839,443.97
11735040,2472.21,1715.7509,433.83
11755520,2475.98,1726.6482,425.89
11776000,2479.67,1678.8572,425.28
11796480,2483.71,1559.2439,409.28
11816960,2487.52,1545.4495,403.69
11837440,2491.28,1556.7550,396.78
11857920,2494.97,1658.2002,409.36
11878400,2498.85,1748.5341,424.97
11898880,2502.80,1695.0105,420.84
11919360,2506.55,1689.9789,423.31
11939840,2510.29,1693.0365,426.30
11960320,2513.98,1538.6721,398.99
11980800,2517.68,1540.5486,408.41
12001280,2521.49,1602.7966,425.96
12021760,2525.19,1613.7320,416.25
12042240,2528.97,1578.3296,399.98
12062720,2532.68,1573.7806,399.59
12083200,2536.35,1682.9289,434.50
12103680,2540.13,1706.6033,431.54
12124160,2543.79,1701.5429,417.00
12144640,2547.49,1592.2636,400.54
12165120,2551.48,1655.6071,422.02
12185600,2555.12,1717.9565,435.36
12206080,2558.95,1686.2470,421.71
12226560,2562.66,1709.6679,422.37
12247040,2566.32,1788.1129,437.89
12267520,2570.00,1846.4351,443.55
12288000,2573.69,1699.6766,408.44
12308480,2577.71,1589.9835,397.14
12328960,2581.46,1724.4449,429.68
12349440,2585.17,1776.2281,434.26
12369920,2588.94,1543.0776,401.78
12390400,2592.70,1630.2126,418.22
12410880,2596.60,1768.1028,435.48
12431360,2600.28,1688.5922,413.75
12451840,2604.00,1786.3056,432.65
12472320,2607.69,1806.6254,446.23
12492800,2611.35,1775.8338,436.77
12513280,2615.28,1937.3169,460.26
12533760,2618.93,1924.7060,458.46
12554240,2622.62,1929.7726,460.69
12574720,2626.33,1680.3044,423.14
12595200,2630.00,1536.5672,394.59
12615680,2633.86,1565.3001,398.71
12636160,2637.55,1537.4768,389.86
12656640,2641.24,1456.9336,377.63
12677120,2644.95,1567.2941,409.92
12697600,2648.65,1821.6916,453.51
12718080,2652.49,1897.1302,454.59
12738560,2656.14,1928.7414,447.13
12759040,2659.80,1815.0486,428.83
12779520,2663.54,1689.4658,420.60
12800000,2667.22,1728.6986,426.64
12820480,2671.02,1726.3121,421.35
12840960,2674.73,1727.6533,426.68
12861440,2678.41,1702.7788,416.78
12881920,2682.16,1459.7074,380.40
12902400,2685.83,1658.2842,418.71
12922880,2689.66,1789.0912,431.82
12943360,2693.36,1749.1025,414.77
12963840,2697.11,1732.0233,412.52
12984320,2700.78,1552.2452,382.58
13004800,2704.54,1580.8198,384.71
13025280,2708.33,1850.4652,430.87
13045760,2711.99,1872.1304,439.11
13066240,2715.62,1668.8975,417.90
13086720,2719.33,1748.1166,427.57
13107200,2722.98,1779.3949,426.28
13127680,2726.82,1716.6519,424.98
13148160,2730.49,1717.5329,419.24
13168640,2734.21,1913.1298,448.24
13189120,2737.98,1980.1270,458.26
13209600,2741.65,1879.1849,443.33
13230080,2745.61,1775.2926,425.47
13250560,2749.21,1744.9103,422.11
13271040,2752.98,1675.7104,416.75
13291520,2756.69,1694.0092,424.69
13312000,2760.41,1772.2599,432.39
13332480,2764.26,1850.3162,442.65
13352960,2767.95,1972.3306,456.44
13373440,2771.65,1880.5820,450.15
13393920,2775.39,1742.2308,436.46
13414400,2778.97,1667.5032,420.46
13434880,2782.86,1658.3988,406.71
13455360,2786.63,1745.0013,414.75
13475840,2790.36,1836.7462,433.29
13496320,2794.08,1822.9071,432.67
13516800,2797.79,1954.7904,449.59
13537280,2801.70,1806.1835,421.84
13557760,2805.48,1664.4345,402.52
13578240,2809.28,1709.5815,418.80
13598720,2813.00,1669.7697,412.09
13619200,2816.72,1775.9670,426.34
13639680,2820.63,1778.8210,425.17
13660160,2824.35,1754.6648,415.79
13680640,2828.03,1864.9957,430.55
13701120,2831.74,1924.1144,449.57
13721600,2835.55,1914.5365,449.17
13742080,2839.49,1733.1686,409.65
13762560,2843.27,1781.4653,419.88
13783040,2847.02,1852.0312,434.39
13803520,2850.78,1675.1354,399.96
13824000,2854.50,1868.7925,437.60
13844480,2858.42,1944.9481,448.17
13864960,2862.14,1901.0966,439.94
13885440,2865.91,1859.3084,433.85
13905920,2869.61,1892.3008,442.54
13926400,2873.47,1923.6543,453.48
13946880,2877.34,1812.3788,424.56
13967360,2881.03,1825.4867,420.19
13987840,2884.83,1820.2088,421.40
14008320,2888.52,1824.3258,422.99
14028800,2892.20,1805.7871,419.13
14049280,2896.02,1768.5065,410.42
14069760,2899.66,1717.1742,400.91
14090240,2903.33,1595.1293,390.10
14110720,2907.00,1557.7577,381.14
14131200,2910.64,1712.7119,404.70
14151680,2914.41,1778.4926,415.88
14172160,2918.14,1661.7740,387.44
14192640,2921.75,1676.2537,395.62
14213120,2925.40,1711.4853,405.76
14233600,2929.08,1912.3623,430.46
14254080,2932.91,1890.5538,433.25
14274560,2936.57,1713.7617,417.09
14295040,2940.23,1773.7204,422.67
14315520,2943.88,1906.2558,438.51
14336000,2947.51,1894.4195,438.95
14356480,2951.29,1772.6574,423.93
14376960,2955.07,1667.8989,408.74
14397440,2958.84,1828.7752,432.39
14417920,2962.46,1829.7380,423.33
14438400,2966.15,1693.4445,402.20
14458880,2970.14,1801.3504,425.43
14479360,2973.90,1809.7111,429.46
14499840,2977.84,1712.0736,412.20
14520320,2981.67,1763.1245,409.38
14540800,2985.48,1834.3829,415.37
14561280,2989.33,1732.0214,407.12
14581760,2993.08,1726.5250,413.26
14602240,2996.78,1804.3823,424.67
14622720,3000.52,1847.3348,418.00
14643200,3004.26,1790.4959,409.37
14663680,3008.16,1706.0167,396.68
14684160,3011.87,1765.8271,411.19
14704640,3015.68,1844.5966,434.45
14725120,3019.44,1870.7743,433.33
14745600,3023.16,1831.0388,422.30
14766080,3027.06,1765.2563,411.51
14786560,3030.80,1668.1008,397.63
14807040,3034.56,1708.9034,402.50
14827520,3038.31,1872.0441,423.87
14848000,3042.04,1912.3453,437.73
14868480,3045.93,1841.9793,427.47
14888960,3049.69,1756.1675,407.25
14909440,3053.40,1721.0879,406.16
14929920,3057.16,1754.8503,409.17
14950400,3060.90,1792.6997,422.52
14970880,3064.73,1810.3088,425.03
14991360,3068.44,1860.3190,428.60
15011840,3072.24,1962.9048,443.93
