timestep,walltime_sec,ep_rew_mean,ep_len_mean
15319040,3833.32,1625.9567,429.49
15339520,3838.68,1585.8555,406.80
15360000,3844.07,1522.2626,396.82
15380480,3851.35,1418.3931,394.55
15400960,3857.35,1408.8594,391.71
15421440,3863.14,1455.1339,397.39
15441920,3869.04,1372.5899,380.45
15462400,3875.07,1458.9654,400.29
15482880,3881.48,1508.1446,405.10
15503360,3888.10,1489.0699,396.69
15523840,3895.73,1615.0435,431.69
15544320,3902.30,1599.3068,428.67
15564800,3908.44,1378.4291,389.12
15585280,3915.49,1351.4214,370.21
15605760,3921.87,1441.5258,379.79
15626240,3928.30,1511.2960,409.43
15646720,3933.97,1491.4551,402.66
15667200,3939.98,1503.6569,390.97
15687680,3946.20,1576.8574,414.02
15708160,3952.51,1704.7394,445.27
15728640,3958.55,1714.4955,446.16
15749120,3964.94,1530.2531,403.55
15769600,3972.33,1527.0166,407.81
15790080,3978.76,1598.4465,444.79
15810560,3984.85,1523.1031,419.52
15831040,3992.12,1559.5299,404.55
15851520,3999.50,1604.4701,415.21
15872000,4006.82,1551.8141,411.01
15892480,4017.21,1677.6001,432.40
15912960,4025.22,1685.9596,437.20
15933440,4032.61,1574.7583,428.59
15953920,4039.09,1559.0072,425.71
15974400,4045.63,1560.1786,419.77
15994880,4051.97,1402.3850,391.89
16015360,4058.88,1442.3660,401.49
16035840,4064.56,1512.2823,412.43
16056320,4069.62,1476.1534,401.06
16076800,4075.65,1429.0774,392.33
16097280,4081.74,1513.5776,410.06
16117760,4087.43,1545.1585,408.12
16138240,4093.39,1507.3870,404.46
16158720,4099.02,1661.4606,446.10
16179200,4105.71,1653.7489,436.42
16199680,4110.98,1449.7387,394.70
16220160,4116.53,1406.5492,383.87
16240640,4121.88,1465.7463,398.46
16261120,4127.87,1503.4326,417.13
16281600,4133.73,1515.9751,412.83
16302080,4139.52,1513.0036,405.35
16322560,4145.06,1576.4269,423.32
16343040,4150.29,1548.1420,419.05
16363520,4155.40,1602.6455,434.16
16384000,4160.64,1624.4318,431.93
16404480,4167.79,1601.2004,413.59
16424960,4173.09,1602.9090,424.49
16445440,4178.19,1615.8675,423.71
16465920,4183.40,1559.4934,402.31
16486400,4188.74,1513.8382,405.48
16506880,4193.85,1555.1335,426.24
16527360,4198.96,1446.3030,396.89
16547840,4204.23,1501.2426,393.54
16568320,4209.34,1595.3566,417.73
16588800,4214.62,1686.7764,439.15
16609280,4219.81,1612.0140,426.29
16629760,4224.77,1435.7982,378.22
16650240,4230.01,1567.5644,397.41
16670720,4235.26,1559.2240,403.26
16691200,4240.78,1714.4216,440.40
16711680,4247.44,1644.5468,427.53
16732160,4253.63,1529.6782,399.88
16752640,4260.09,1584.3340,411.87
16773120,4266.33,1592.6343,423.44
16793600,4273.30,1624.5589,420.90
16814080,4282.42,1555.1660,396.39
16834560,4288.97,1538.0703,398.86
16855040,4295.95,1598.2563,423.12
16875520,4303.54,1699.7563,447.94
16896000,4310.33,1554.3522,423.47
16916480,4319.15,1456.2811,402.88
16936960,4325.00,1537.5153,416.87
16957440,4330.69,1547.6483,414.01
16977920,4337.45,1424.7037,395.46
16998400,4344.77,1538.0854,422.48
17018880,4351.89,1562.5655,423.38
17039360,4359.01,1403.4719,387.34
17059840,4364.37,1450.2275,391.46
17080320,4369.82,1655.9349,430.68
17100800,4375.20,1570.1898,411.11
17121280,4380.44,1412.3853,379.22
17141760,4385.61,1518.6627,400.79
17162240,4390.68,1475.1353,399.41
17182720,4396.03,1453.2513,396.92
17203200,4402.23,1653.9917,424.49
17223680,4408.50,1618.6201,425.08
17244160,4414.31,1560.9686,421.62
17264640,4420.20,1534.8894,412.57
17285120,4426.77,1580.9256,416.64
17305600,4433.03,1622.9722,423.56
17326080,4439.18,1430.4038,392.30
17346560,4445.23,1486.3373,403.45
17367040,4451.87,1506.6479,390.41
17387520,4457.90,1482.5377,396.02
17408000,4464.09,1668.3634,450.88
17428480,4472.06,1675.9472,448.86
17448960,4477.23,1670.6025,433.46
17469440,4482.19,1585.9160,426.56
17489920,4487.47,1629.1833,437.67
17510400,4492.67,1577.9983,432.61
17530880,4497.92,1552.9395,426.34
17551360,4503.35,1580.9808,426.27
17571840,4508.38,1546.2711,414.37
17592320,4513.61,1409.8273,402.33
17612800,4518.71,1470.3733,423.07
17633280,4523.92,1604.5628,443.76
17653760,4528.98,1621.7251,437.89
17674240,4534.25,1514.7423,405.40
17694720,4539.30,1403.7740,398.87
17715200,4544.57,1478.4113,418.86
17735680,4550.11,1572.0456,438.94
17756160,4555.44,1464.2347,411.15
17776640,4561.55,1451.9086,406.98
17797120,4567.57,1487.0086,422.78
17817600,4573.61,1605.6285,443.95
17838080,4579.84,1615.3997,440.65
17858560,4585.76,1512.8041,417.54
17879040,4592.53,1542.1471,419.45
17899520,4598.75,1472.2667,407.30
17920000,4604.78,1426.5255,407.32
17940480,4612.97,1546.2369,434.31
17960960,4618.83,1564.2792,428.75
17981440,4624.94,1497.0057,407.17
18001920,4630.96,1481.1984,398.52
18022400,4637.08,1672.8150,448.70
18042880,4643.27,1585.8633,431.12
18063360,4648.88,1274.5069,353.71
18083840,4654.20,1360.0923,396.45
18104320,4659.61,1503.7244,424.45
18124800,4664.94,1459.2693,406.15
18145280,4670.25,1560.3010,433.93
18165760,4675.46,1624.0926,440.11
18186240,4680.58,1599.7687,433.05
18206720,4685.63,1588.6885,442.64
18227200,4690.80,1653.9666,441.79
18247680,4696.24,1557.9725,416.97
18268160,4701.35,1456.5411,406.07
18288640,4706.50,1434.8277,393.44
18309120,4711.52,1393.3163,381.10
18329600,4716.70,1419.0666,397.43
18350080,4722.13,1597.7186,435.88
18370560,4727.03,1685.1437,451.67
18391040,4731.94,1562.2566,430.09
18411520,4737.29,1470.3334,395.06
18432000,4742.73,1467.1757,402.58
18452480,4749.81,1390.9452,396.31
18472960,4754.80,1409.5677,390.94
18493440,4759.71,1374.0869,395.71
18513920,4764.98,1472.8249,415.79
18534400,4769.86,1608.3794,432.10
18554880,4775.00,1549.9915,418.36
18575360,4779.85,1342.2198,391.21
18595840,4784.73,1389.8479,398.43
18616320,4789.63,1465.0248,400.99
18636800,4794.53,1395.4601,391.51
18657280,4799.72,1550.9124,432.92
18677760,4804.60,1568.4708,430.64
18698240,4810.06,1511.1736,406.87
18718720,4815.65,1499.4198,413.53
18739200,4820.96,1519.1935,423.11
18759680,4826.02,1478.6866,407.35
18780160,4831.29,1336.1183,370.52
18800640,4836.28,1248.9595,362.06
18821120,4841.40,1364.3824,387.41
18841600,4846.27,1520.2961,418.24
18862080,4851.19,1412.2484,407.29
18882560,4855.95,1415.4263,409.49
18903040,4861.00,1638.3698,450.06
18923520,4865.81,1499.2742,409.52
18944000,4870.91,1473.1835,413.95
18964480,4878.03,1699.8411,466.04
18984960,4882.84,1571.3948,421.29
19005440,4887.84,1277.3468,367.40
19025920,4892.86,1467.1685,409.41
19046400,4897.71,1653.3796,443.22
19066880,4902.69,1513.9398,423.38
19087360,4907.48,1352.4898,400.47
19107840,4912.18,1446.9597,414.48
19128320,4916.91,1621.4512,451.91
19148800,4921.61,1580.7247,432.90
19169280,4926.60,1507.7552,408.76
19189760,4931.45,1524.2975,414.30
19210240,4936.22,1537.5231,429.69
19230720,4941.26,1470.1059,411.43
19251200,4946.68,1511.0748,422.99
19271680,4952.22,1375.8424,398.11
19292160,4957.08,1445.7993,410.96
19312640,4961.80,1553.3882,438.32
19333120,4966.60,1571.0191,427.43
19353600,4971.47,1553.0703,422.17
19374080,4976.45,1447.7648,393.13
19394560,4981.18,1474.3974,389.52
19415040,4985.99,1546.0996,412.50
19435520,4990.73,1559.0332,428.65
19456000,4995.54,1589.8361,441.37
19476480,5002.03,1704.4030,456.68
19496960,5006.76,1561.5619,421.31
19517440,5011.86,1453.5933,403.04
19537920,5016.99,1601.7214,435.66
19558400,5022.19,1479.9677,412.14
19578880,5027.79,1373.8463,378.85
19599360,5033.04,1385.5036,370.35
19619840,5038.16,1402.7779,384.76
19640320,5043.44,1477.4006,402.18
19660800,5049.46,1605.2062,421.89
19681280,5056.78,1673.5258,440.81
19701760,5063.16,1598.7386,429.48
19722240,5068.61,1356.8124,379.63
19742720,5073.82,1373.7381,386.42
19763200,5078.77,1501.9047,429.66
19783680,5083.83,1537.4058,441.78
19804160,5088.73,1513.9627,416.00
19824640,5093.61,1385.4351,389.79
19845120,5098.44,1348.2133,395.44
19865600,5103.97,1523.3561,421.43
19886080,5109.87,1560.5630,427.02
19906560,5115.36,1418.2086,404.35
19927040,5120.33,1428.8233,397.15
19947520,5125.35,1540.0694,437.55
19968000,5130.41,1579.8941,446.99
19988480,5137.65,1543.4313,423.95
20008960,5142.90,1489.7320,414.39
20029440,5148.15,1412.1299,398.00
20049920,5153.22,1502.6136,432.92
20070400,5158.41,1547.6220,438.86
20090880,5163.63,1428.1390,390.76
20111360,5168.85,1467.2713,402.28
20131840,5174.09,1372.6235,390.35
20152320,5179.20,1456.9968,397.48
20172800,5184.20,1594.5219,424.07
20193280,5189.50,1417.1483,395.19
20213760,5194.61,1393.7808,392.77
20234240,5199.75,1484.6609,409.92
20254720,5204.93,1463.4453,405.06
20275200,5210.13,1545.8696,424.88
20295680,5215.29,1534.5124,413.20
20316160,5220.36,1540.5155,412.03
20336640,5225.34,1695.7029,453.19
20357120,5230.32,1533.1718,415.98
20377600,5235.25,1468.6733,402.81
20398080,5240.61,1479.8221,405.52
20418560,5245.98,1433.8769,407.33
20439040,5251.02,1482.4366,421.51
20459520,5256.67,1517.3512,424.62
20480000,5261.70,1553.5852,435.91
20500480,5268.93,1511.4677,419.83
20520960,5274.11,1452.4517,398.24
20541440,5279.11,1495.7122,402.26
20561920,5284.20,1460.1530,412.10
20582400,5289.11,1370.5180,408.05
20602880,5294.40,1519.0374,426.35
20623360,5299.32,1619.2168,439.76
20643840,5304.26,1550.0465,436.03
20664320,5309.42,1453.5792,415.09
20684800,5314.67,1402.2845,394.69
20705280,5319.99,1453.5971,408.71
20725760,5325.01,1628.7538,437.79
20746240,5329.91,1632.5041,428.16
20766720,5334.82,1626.3857,443.55
20787200,5339.86,1617.5787,449.91
20807680,5344.99,1562.1396,432.94
20828160,5349.90,1565.3658,427.01
20848640,5354.79,1594.2352,433.27
20869120,5360.53,1609.7497,440.20
20889600,5365.71,1566.6296,427.60
20910080,5370.95,1560.9554,424.25
20930560,5376.20,1533.5713,416.45
20951040,5381.17,1670.2053,453.23
20971520,5386.56,1732.5135,467.68
20992000,5391.60,1465.3126,416.35
21012480,5398.53,1262.9103,386.26
21032960,5403.68,1522.2692,432.03
21053440,5408.54,1697.0598,444.99
21073920,5413.52,1553.7164,422.76
21094400,5418.53,1508.0899,427.80
21114880,5423.60,1504.3078,409.16
21135360,5428.69,1475.1057,404.20
21155840,5434.22,1453.7619,401.32
21176320,5439.65,1599.6532,432.80
21196800,5445.06,1601.0495,446.23
21217280,5450.73,1359.3588,384.74
21237760,5455.68,1511.4719,408.73
21258240,5461.14,1593.4371,417.99
21278720,5466.45,1394.9758,389.11
21299200,5471.34,1355.5068,391.47
21319680,5476.35,1388.3230,394.12
21340160,5481.04,1327.4640,377.02
21360640,5485.84,1368.4874,372.26
21381120,5490.55,1537.0942,404.10
21401600,5495.38,1666.8489,434.18
21422080,5500.30,1566.6670,420.16
21442560,5505.06,1449.2108,408.10
21463040,5509.81,1465.7454,417.54
21483520,5514.74,1468.2135,415.95
21504000,5519.78,1580.2520,436.74
21524480,5526.75,1565.0043,429.64
21544960,5531.45,1416.6354,395.75
21565440,5536.18,1491.0185,408.86
21585920,5540.83,1486.7018,420.90
21606400,5545.58,1385.1596,404.79
21626880,5551.04,1476.0938,411.71
21647360,5556.30,1547.4932,421.34
21667840,5561.05,1544.2724,410.94
21688320,5565.89,1524.6622,406.41
21708800,5570.81,1486.4673,404.55
21729280,5576.14,1477.4125,408.68
21749760,5581.11,1491.1185,423.51
21770240,5585.93,1517.0144,428.65
21790720,5590.70,1563.8444,429.25
21811200,5595.74,1557.2188,419.61
21831680,5600.73,1505.9841,414.40
21852160,5605.48,1589.4570,433.74
21872640,5610.29,1580.7406,438.32
21893120,5615.02,1483.9821,410.62
21913600,5620.00,1448.5465,400.54
21934080,5625.00,1452.3773,398.21
21954560,5629.79,1454.0526,394.40
21975040,5634.69,1504.2688,415.48
21995520,5640.66,1558.1251,436.22
22016000,5646.17,1512.5273,421.12
22036480,5653.63,1455.1163,403.31
22056960,5660.21,1503.7131,409.18
22077440,5666.10,1499.7150,407.23
22097920,5671.34,1593.0542,420.07
22118400,5676.33,1597.1803,421.58
22138880,5681.24,1559.6312,413.35
22159360,5686.48,1520.7172,411.93
22179840,5691.60,1575.3894,440.65
22200320,5696.62,1645.4062,448.25
22220800,5701.90,1651.4603,448.14
22241280,5707.68,1632.4372,450.31
22261760,5712.96,1579.4029,428.38
22282240,5718.42,1615.9036,444.25
22302720,5723.49,1709.1181,467.17
22323200,5728.27,1623.7455,448.20
22343680,5733.13,1590.6927,443.76
22364160,5737.92,1707.8343,458.81
22384640,5743.21,1650.1015,433.99
22405120,5748.16,1514.2978,404.86
22425600,5753.50,1519.0347,415.28
22446080,5758.67,1637.4911,462.02
22466560,5763.75,1709.6267,470.34
22487040,5768.81,1633.1517,443.06
22507520,5773.70,1631.2295,442.95
22528000,5778.47,1613.3519,438.75
22548480,5785.14,1577.3761,419.70
22568960,5789.87,1473.4774,409.61
22589440,5794.66,1500.6191,422.04
22609920,5799.31,1524.3779,415.25
22630400,5803.99,1440.1045,397.11
22650880,5808.81,1491.4995,412.35
22671360,5813.42,1536.5626,410.56
22691840,5818.01,1534.8049,411.20
22712320,5822.58,1479.9787,414.42
22732800,5827.22,1536.5715,418.52
22753280,5832.09,1482.1901,394.91
22773760,5836.82,1433.9342,384.80
22794240,5841.50,1531.5929,408.36
22814720,5846.17,1536.5423,404.16
22835200,5850.87,1498.4499,390.02
22855680,5855.67,1688.6319,445.16
22876160,5860.27,1602.2165,442.35
22896640,5864.87,1510.0658,418.35
22917120,5869.48,1664.2177,438.58
22937600,5874.17,1788.7376,457.64
22958080,5878.97,1656.2699,434.23
22978560,5883.52,1567.3866,426.97
22999040,5888.09,1621.3572,439.73
23019520,5892.70,1567.3747,423.86
23040000,5897.36,1662.0151,435.10
23060480,5903.76,1718.1644,445.29
23080960,5908.38,1680.9610,445.03
23101440,5912.95,1525.1623,420.05
23121920,5917.50,1589.0670,426.74
23142400,5922.13,1670.9699,445.80
23162880,5926.81,1641.0924,445.50
23183360,5931.36,1581.9862,438.79
23203840,5935.89,1507.4204,414.94
23224320,5940.36,1594.3670,427.73
23244800,5944.94,1621.3883,433.83
23265280,5949.62,1602.2414,422.93
23285760,5954.25,1604.0189,423.91
23306240,5958.74,1546.6555,424.00
23326720,5963.39,1626.5475,443.42
23347200,5967.98,1690.8103,454.58
23367680,5972.66,1685.0653,448.72
23388160,5977.48,1701.3575,441.93
23408640,5982.18,1570.2896,416.44
23429120,5986.79,1487.7784,400.28
23449600,5991.54,1419.6900,378.25
23470080,5996.38,1509.5502,394.49
23490560,6000.99,1689.1996,438.48
23511040,6005.70,1934.0624,487.60
23531520,6010.41,1901.7570,493.60
23552000,6015.22,1619.8462,434.68
23572480,6021.74,1645.2248,444.62
23592960,6026.55,1621.6135,445.51
23613440,6031.24,1597.4032,443.60
23633920,6035.87,1678.0895,451.83
23654400,6040.90,1548.4056,410.94
23674880,6046.65,1627.0707,425.11
23695360,6052.07,1721.9401,453.01
23715840,6057.15,1765.1361,463.15
23736320,6062.20,1740.2745,465.26
23756800,6067.20,1736.1258,463.01
23777280,6072.54,1731.2051,455.27
23797760,6077.72,1604.8173,432.87
23818240,6082.49,1391.8991,389.86
23838720,6087.24,1565.1511,422.72
23859200,6091.90,1739.8737,453.25
23879680,6096.73,1521.7516,404.48
23900160,6101.33,1431.1181,394.27
23920640,6105.94,1526.2883,411.90
23941120,6110.53,1593.4170,425.40
23961600,6115.12,1555.1554,413.94
23982080,6119.90,1518.7548,397.91
24002560,6125.19,1583.6568,411.65
24023040,6130.31,1680.2458,442.05
24043520,6135.81,1628.2246,435.99
24064000,6141.09,1565.3578,415.73
24084480,6147.94,1658.6166,438.54
24104960,6153.04,1555.0634,415.07
24125440,6157.78,1480.6150,406.42
24145920,6162.32,1571.2257,424.44
24166400,6167.11,1629.1751,425.29
24186880,6171.86,1507.6594,415.26
24207360,6176.52,1561.5992,422.87
24227840,6181.21,1611.5039,422.46
24248320,6185.79,1629.3215,444.35
24268800,6190.43,1695.8336,454.50
24289280,6195.62,1545.5165,416.15
24309760,6200.44,1457.8376,397.98
24330240,6204.98,1374.7224,393.92
24350720,6209.47,1368.0167,387.39
24371200,6213.96,1619.9108,429.87
24391680,6218.50,1919.3231,491.98
24412160,6222.98,1789.6114,460.67
24432640,6227.47,1612.4596,422.16
24453120,6232.00,1505.1005,397.91
24473600,6236.45,1438.1464,382.97
24494080,6241.56,1556.4730,418.99
24514560,6246.51,1592.2813,426.90
24535040,6251.50,1675.9845,440.66
24555520,6256.60,1632.5550,431.72
24576000,6261.17,1684.8832,437.53
24596480,6267.56,1653.9313,440.29
24616960,6272.61,1595.5889,418.19
24637440,6277.53,1617.1695,421.84
24657920,6282.04,1534.3196,418.18
24678400,6287.66,1610.9627,431.45
24698880,6293.58,1672.0462,447.16
24719360,6298.45,1711.6449,459.92
24739840,6303.18,1568.4910,415.98
24760320,6308.32,1504.3432,404.52
24780800,6313.63,1528.7881,415.37
24801280,6318.71,1586.1856,420.51
24821760,6323.91,1669.1271,432.10
24842240,6328.68,1781.1377,460.62
24862720,6333.81,1681.5367,446.98
24883200,6338.78,1616.3467,428.34
24903680,6344.14,1699.9046,443.83
24924160,6349.86,1731.6893,454.32
24944640,6356.00,1733.1683,450.58
24965120,6361.94,1626.8543,432.16
24985600,6368.49,1666.2865,446.28
25006080,6375.47,1660.5612,433.35
25026560,6381.45,1637.6000,423.05
25047040,6387.85,1705.9115,453.97
25067520,6393.97,1709.3742,453.05
25088000,6400.01,1701.0825,436.78
25108480,6408.04,1660.9990,440.99
25128960,6413.25,1756.6936,465.49
25149440,6418.27,1599.0106,417.73
25169920,6423.14,1457.4552,393.22
25190400,6428.32,1519.8235,424.41
25210880,6433.40,1677.6338,459.20
25231360,6438.28,1695.9165,461.16
25251840,6443.13,1552.9841,428.75
25272320,6447.96,1459.9748,400.24
25292800,6452.81,1507.0600,400.97
25313280,6457.71,1504.4769,404.10
25333760,6462.59,1533.2252,408.61
25354240,6467.32,1630.9690,425.58
25374720,6472.21,1658.9571,428.82
25395200,6477.39,1618.0731,422.58
25415680,6482.34,1766.4432,463.20
25436160,6486.80,1858.1599,471.65
25456640,6491.25,1833.3200,459.09
25477120,6495.89,1740.6469,439.73
25497600,6500.51,1687.8035,445.35
25518080,6505.82,1627.9346,428.21
25538560,6510.83,1647.0613,422.36
25559040,6515.46,1552.6905,402.40
25579520,6520.01,1417.9241,383.47
25600000,6524.56,1520.8050,408.87
25620480,6530.80,1537.2039,405.37
25640960,6536.58,1487.9252,395.14
25661440,6543.03,1556.7502,413.68
25681920,6549.16,1631.9405,440.80
25702400,6554.18,1576.6038,434.74
25722880,6559.17,1701.5648,447.00
25743360,6564.35,1715.3356,452.97
25763840,6569.61,1646.4021,429.25
25784320,6574.95,1612.1997,423.32
25804800,6580.09,1631.3848,428.15
25825280,6585.52,1652.1575,438.11
25845760,6591.56,1704.2001,450.46
25866240,6597.34,1863.2035,475.22
25886720,6602.60,1793.8429,450.86
25907200,6608.02,1795.9943,448.87
25927680,6613.08,1719.9429,433.79
25948160,6617.87,1716.8298,437.34
25968640,6622.77,1487.7454,404.89
25989120,6627.80,1541.5764,418.11
26009600,6633.02,1686.0373,446.34
26030080,6637.90,1681.2283,432.19
26050560,6642.97,1678.0379,432.07
26071040,6651.29,1701.6375,432.22
26091520,6656.91,1643.6744,413.55
26112000,6664.11,1552.6465,415.06
26132480,6671.01,1559.0359,423.95
26152960,6675.99,1610.2219,427.46
26173440,6680.91,1713.9848,439.24
26193920,6686.09,1600.1227,425.59
26214400,6691.47,1503.7933,408.71
26234880,6696.87,1506.5896,413.46
26255360,6701.84,1474.4380,409.31
26275840,6706.80,1535.0769,405.31
26296320,6712.58,1648.3197,423.63
26316800,6718.27,1716.7806,453.29
26337280,6726.33,1795.6217,466.70
26357760,6731.70,1716.5247,451.03
26378240,6737.33,1607.8425,424.87
26398720,6742.36,1569.7375,419.89
26419200,6747.29,1731.0497,447.32
26439680,6752.37,1743.0608,453.90
26460160,6757.27,1691.9937,436.69
26480640,6762.08,1748.0773,440.81
26501120,6766.93,1674.3831,433.84
26521600,6771.86,1660.4945,431.15
26542080,6776.91,1749.9562,447.85
26562560,6781.70,1697.6247,446.95
26583040,6786.52,1783.2046,466.48
26603520,6791.34,1779.5066,456.09
26624000,6796.24,1643.4614,428.73
26644480,6803.08,1733.2955,449.25
26664960,6807.98,1800.3548,469.55
26685440,6812.81,1677.6189,459.32
26705920,6817.72,1847.4425,474.61
26726400,6822.61,1913.2981,473.78
26746880,6827.63,1853.3692,471.43
26767360,6832.45,1549.9595,405.97
26787840,6837.67,1740.6470,447.00
26808320,6842.86,1714.4935,449.85
26828800,6847.75,1554.2634,411.60
26849280,6852.82,1569.7859,413.81
26869760,6857.72,1600.7684,420.89
26890240,6862.59,1761.2437,460.00
26910720,6867.42,1692.6135,433.39
26931200,6872.34,1708.9439,437.56
26951680,6877.39,1815.0838,477.53
26972160,6882.25,1726.0490,455.87
26992640,6887.20,1822.4625,462.85
27013120,6892.05,1826.2406,465.58
27033600,6897.07,1702.4479,442.82
27054080,6902.12,1770.8362,453.74
27074560,6907.06,1813.0379,464.34
27095040,6911.92,1736.9750,452.78
27115520,6916.92,1770.8230,438.08
27136000,6921.81,1741.0022,436.38
27156480,6928.45,1803.1603,455.54
27176960,6933.26,1701.1120,441.57
27197440,6938.04,1591.2238,412.71
27217920,6942.91,1640.5324,435.81
27238400,6947.81,1799.6581,474.34
27258880,6952.84,1742.3397,455.09
27279360,6958.10,1723.0712,458.54
27299840,6963.57,1731.3693,463.66
27320320,6968.76,1754.8411,454.27
27340800,6973.74,1733.2713,441.10
27361280,6978.82,1728.7089,439.75
27381760,6983.86,1704.4375,442.61
27402240,6988.76,1594.8930,433.32
27422720,6993.68,1670.2516,455.70
27443200,6998.62,1680.3373,447.75
27463680,7003.53,1588.3180,420.60
27484160,7008.66,1642.4090,433.70
27504640,7013.38,1753.3340,453.18
27525120,7018.14,1744.3592,454.84
27545600,7023.29,1695.3767,444.17
27566080,7028.51,1651.5557,442.60
27586560,7033.41,1732.6475,459.30
27607040,7038.28,1832.3382,483.88
27627520,7043.28,1846.1923,483.91
27648000,7048.19,1777.0640,478.92
27668480,7054.96,1774.4489,467.79
27688960,7060.49,1726.9362,448.19
27709440,7065.36,1688.7815,440.95
27729920,7070.20,1784.2709,452.30
27750400,7074.88,1760.5575,444.44
27770880,7079.71,1698.1139,428.72
27791360,7084.83,1595.8937,413.87
27811840,7090.14,1666.0618,440.45
27832320,7094.91,1710.1100,453.36
27852800,7099.69,1540.9456,416.06
27873280,7104.75,1696.6375,463.21
27893760,7109.42,1721.2101,465.67
27914240,7114.24,1806.9160,461.39
27934720,7119.31,1790.4640,449.65
27955200,7124.57,1652.5575,424.70
27975680,7130.04,1491.1413,399.28
27996160,7135.65,1705.8610,440.10
28016640,7141.29,1731.4249,438.25
28037120,7146.83,1572.7362,417.06
28057600,7152.01,1548.3334,411.10
28078080,7157.63,1604.1373,412.75
28098560,7163.41,1743.6213,446.96
28119040,7168.77,1760.7792,462.35
28139520,7173.70,1647.7407,431.79
28160000,7178.69,1501.2509,393.04
28180480,7185.39,1561.9150,402.34
28200960,7190.35,1662.8863,427.78
28221440,7195.38,1603.1721,434.16
28241920,7200.28,1677.8614,455.08
28262400,7205.11,1815.4663,474.58
28282880,7210.56,1788.4874,446.46
28303360,7216.79,1612.4285,408.43
28323840,7222.70,1648.9433,431.06
28344320,7228.45,1694.7422,438.01
28364800,7234.33,1881.4336,476.63
28385280,7240.55,1662.5419,437.50
28405760,7247.58,1576.0440,426.00
28426240,7254.72,1560.6405,427.51
28446720,7261.54,1739.7725,470.92
28467200,7267.95,1789.9783,483.44
28487680,7274.11,1705.2173,468.49
28508160,7279.77,1714.9953,457.58
28528640,7286.51,1703.5959,436.34
28549120,7293.31,1640.5123,428.06
28569600,7301.50,1616.0509,427.84
28590080,7308.93,1636.0298,435.49
28610560,7317.54,1644.0379,439.02
28631040,7325.12,1742.8026,459.05
28651520,7332.27,1850.6015,478.75
28672000,7339.11,1704.7820,450.29
28692480,7347.79,1696.3383,440.72
28712960,7353.68,1741.3795,457.55
28733440,7359.95,1752.7728,456.23
28753920,7365.78,1807.2061,468.80
28774400,7371.35,1683.5512,429.34
28794880,7377.08,1635.6354,419.51
28815360,7382.83,1812.1587,463.18
28835840,7388.30,1759.2652,444.27
28856320,7394.12,1597.5615,409.29
28876800,7399.57,1590.4199,424.70
28897280,7405.01,1568.0413,433.64
28917760,7410.10,1628.0418,436.11
28938240,7415.35,1638.9039,435.75
28958720,7420.48,1491.4047,411.14
28979200,7425.68,1524.0003,409.53
28999680,7430.92,1691.6493,435.82
29020160,7435.93,1779.9504,454.66
29040640,7441.08,1777.6490,460.63
29061120,7446.13,1685.8380,436.95
29081600,7451.69,1639.4221,418.43
29102080,7457.53,1837.2546,464.22
29122560,7462.86,1744.6767,455.08
29143040,7468.79,1614.2331,422.67
29163520,7474.26,1749.3215,462.33
29184000,7479.82,1713.5349,450.05
29204480,7486.68,1816.8476,463.72
29224960,7491.62,1814.0511,465.16
29245440,7496.76,1844.2007,473.73
29265920,7501.75,1900.3619,477.13
29286400,7506.75,1906.8071,479.33
29306880,7511.87,1653.2931,422.45
29327360,7516.89,1690.3404,437.39
29347840,7522.01,1691.4071,442.13
29368320,7527.20,1691.3051,436.02
29388800,7532.11,1814.3838,459.12
29409280,7537.13,1771.3367,451.18
29429760,7541.97,1752.8939,445.01
29450240,7548.24,1772.5593,446.33
29470720,7553.30,1866.2015,467.50
29491200,7558.34,1840.0155,469.49
29511680,7563.34,1722.8324,445.90
29532160,7568.49,1448.5306,384.57
29552640,7573.91,1641.4879,422.70
29573120,7579.75,1717.5927,447.53
29593600,7585.48,1659.7489,451.42
29614080,7591.27,1732.9446,457.14
29634560,7596.49,1878.8118,480.22
29655040,7601.62,1937.3287,488.61
29675520,7606.90,1811.5195,476.83
29696000,7612.21,1620.7907,442.24
29716480,7619.17,1665.2492,445.94
29736960,7624.33,1624.7177,426.65
29757440,7629.57,1673.2093,439.35
29777920,7634.90,1846.2582,472.85
29798400,7640.05,1720.3312,440.92
29818880,7645.40,1636.7273,429.27
29839360,7650.72,1718.9633,450.17
29859840,7655.95,1727.3253,458.55
29880320,7661.07,1820.1356,475.56
29900800,7666.25,1779.4833,465.62
29921280,7671.70,1682.8028,448.78
29941760,7679.10,1606.2693,432.09
29962240,7685.14,1614.3736,431.62
29982720,7691.14,1693.4769,443.66
30003200,7697.79,1755.5448,453.00
